BDBDDBBC,71
CDBCBABB,121
BDCCDDCD,63
BACABCAD,85
DBBCABDA,116
DDBDADDB,105
CCACACBC,43
CCABBBCA,70
BCBDBCAB,62
CDCBDBCD,74
ADACBACA,93
BDDDBADA,64
DDBCCBAB,95
DBABDBBC,55
ADCDADDC,120
AADBDBDA,77
CACABBBD,70
CADDCADB,78
DBBADADD,91
CCCAABDB,80
ADDADBDD,58
CCDDDDAA,131
DCCCDCAD,49
CAABBCBA,59
DCBAABCA,61
CABCAABC,61
BDCDBAAB,98
BABBAABA,140
ADCACDBD,181
AAABAABB,67
CABDBDDC,58
DBDAAAAC,60
BADCAABA,66
BCDDABDD,51
BADDCCDD,56
ADBACACD,83
AADACDCC,89
DBDBACDC,84
BACCBBBC,65
BCBBCBCA,33
CABADDCA,39
CDABBDBA,84
DBCBBDBC,51
CDDACAAD,65
BACCADAD,77
BCCCBBCC,53
CAACBADA,60
CCACCAAD,101
CDACDABD,74
DBDABDCD,54
CCCBDBDC,59
AABBDBBA,108
ACCBDCCD,98
BCCBCBCB,51
ACBBCDDA,80
CCBCCCCB,55
CDDABBBB,49
AADBDABA,52
AAADDBDC,81
ADBABACA,87
DCABDBDC,56
DACADABB,55
DDCCCBBD,64
CCCCCAAB,48
DBAAAABD,42
DACADAAD,89
CCCDBDCB,65
DBBADCBD,128
CBADADAD,95
CDBDBACC,89
CBCCBCCB,58
DDBDBBBB,73
DBDCDCDA,63
CDDDBCDA,61
CBAAADBB,54
CBCBADBD,76
DADCBDCC,66
CDDCDBBD,84
ABACDCBD,85
CADCACAD,92
CDCCABCA,73
ACDCBBCB,97
DCCDCDBB,87
DBADDCBB,73
CCBACBDA,105
BDBCADDA,80
CDADADDA,158
ACAABAAA,65
CDAACBCD,74
ACDDABAD,60
BCDDBADB,53
ACBCBCCA,95
ADDDBBCC,75
DCBDCDBB,77
CCDCCDBB,78
BBDCCBBA,74
AACCBADA,96
CDABCBBC,77
BDABBBDC,72
DACABBCD,54
DCDBADBA,77
ACBDDADD,103
DDACCABD,46
DCBABACC,87
ACBCBBDA,77
CCCDCABB,59
CCACCDBB,78
ACCABDDC,55
BCACDAAB,161
DDDCABBA,69
ABCCCCDC,56
BBBBADBB,100
CCBACBAB,64
BADBACCA,69
BDCCABDD,52
CBBABDAA,218
BACDCCDC,67
DBAAABCA,53
ACBCDBAC,82
ADAAADCB,86
BAADCCBA,50
BAAADBBB,61
DDBBDCBC,103
DDBDCBAD,97
CBCDCACA,74
CCBABBCA,62
ADADDDCC,58
BBDABBAB,73
ABAAADCC,65
DBCADBAD,64
DCACBDBB,53
ACDBDBBD,148
DBBBACAA,122
DBBDCAAD,85
DBCBDACA,63
CCCABCDC,79
ABCDCCCB,61
ABBBBCAA,76
BADADCAB,78
ABDCDCCD,57
CADBADAB,56
CDCBACAD,102
DBABCBAD,66
CCBDDBDD,59
DCADAAAD,71
BCDDBCBA,67
DBCCDACD,104
BAADBBAC,71
BACDDCAB,59
ABCCAACA,83
DAADAADC,100
DBDABDDD,77
DBBBCCDC,93
CBBCBBCA,56
BDAADBBC,106
ACADDACA,108
DDCCADCC,54
ACABDDAA,102
ABABDBCD,93
DBAACCDC,135
BDBCDAAB,104
BDBDACBA,102
DABDBADD,38
ACABDBDD,62
DCCCDDAD,90
CDCABCBA,66
BCACDCBD,83
BBBBDCCC,90
DBBAAADD,66
AADADCCC,102
BABDABDA,58
CABABAAA,153
ACDDDAAC,125
DDDADBBC,96
DADCDCBA,95
DDDAACBD,155
CBBBACCA,77
CDBABBDD,62
DDCAADDA,62
ACBDADDC,85
BACBCCBD,89
CCAADABB,61
BCBDADBC,66
DCACCDBB,80
CCCAAABB,52
DBBDDDDC,62
ABDAAAAA,57
DCDCBACD,72
CDBCCABD,163
DBDCCCBA,69
CCCCACCD,72
DACABBCA,52
CCCBAACC,72
BDBADADB,58
CBBCCDAD,93
BCADBDAB,61
CCBBACDA,69
ABCBDBCC,66
CAACAADA,69
CBCDAAAC,59
BCADCBAD,94
BAAADBDD,57
BCACACCB,65
BBDDBDCC,57
BBBCBDDC,57
AAABCADA,77
CBABBCBA,179
ADBBCBBB,74
DAADAABC,151
DDDABADC,82
BDDBCDCB,72
BCADDAAD,88
AABCADAA,81
CDBCCDAB,96
CCCCABAB,49
DCDBCBCD,54
CABBADCD,71
BABDDDCA,110
ABCDBCDD,61
DDDBADAC,56
ABCADDBD,79
DBBCBCBA,34
DCCACBDA,54
CCDBDBDA,74
BCDCACBC,47
CBCBDBBA,143
BACCDCBB,161
DCDCBCDD,66
ACDABADB,110
AAACBDAA,92
DADDDDAC,80
CDBDDBDD,55
BADDCBAD,66
BBBDBACC,48
BADCADDC,66
ADCBADCC,57
BAACADDB,167
CCCCBDDB,46
DBBCBDDD,57
DDDDBCDB,64
CBCCCCAD,82
CCDDBABD,107
DBBDBBDD,37
CAABABCB,69
DCBDADDD,103
ACBCBAAB,69
CCBABDAC,108
DDDCCBCD,47
DDADBABA,91
BDCBDDAA,72
DBACABDD,151
DABDCCCA,119
CBBACADA,90
CADCADAA,70
BBBDAACC,91
ACBBDDDD,66
DDBCDDCC,53
BBBDCACC,91
BACDAACD,79
CDDDDBDD,60
BBBADCDB,142
CCABBDBC,85
BDDDDACD,83
BCBCDDDC,42
DDBADACC,76
CCAABACD,93
CCBBCBBD,49
CACCBDCA,203
CADBABAA,106
DBBCDDAB,181
BDCBDACD,103
ABBBBDBA,43
BBDCDDBC,104
ACDCDACA,53
ABBADCAD,82
DABABAAC,158
ACADDBDB,143
BACCCBDC,124
AABCCABD,84
ACCBCBAA,115
ACCACDCD,52
DBADBADB,25
BBDCDBCA,114
CCBCBBCA,75
CBCDAABB,93
BCBCBBCA,58
BCBBCCDB,68
BAADACCC,72
BCDADDBC,85
ABBCBDAD,73
BADCDACA,77
ADBAABAB,113
CDCCBBBA,67
BDACCBBB,73
DAACDADC,230
ABBCCCBB,63
ABCCDBDA,73
DBBDCACA,74
DBDACDDA,70
BABACABD,95
DCDBABAA,189
AADBDBDC,70
CAABACDB,91
ABADDDCD,39
ADAABDCC,89
CADDBBDB,95
BCACBDAA,70
CBADCBDB,73
DCCADDCB,88
CBACADBB,90
ABBBADCA,92
CBABABBC,67
DAABBDCA,89
BBDAACAD,278
ABDADDCD,85
BDBADCAA,57
BABACBCB,163
CACADDDC,69
DBADBCAD,61
CBAAADCC,54
AAADADDC,88
ABACDAAA,81
CDADBCAA,81
DBADBCAC,50
BBAAACCA,61
BACCDBCC,69
BABCCBDA,66
AAADAABB,99
DAAADAAC,93
DDDCDADB,71
ACAACBBB,65
CBBCDADC,69
BDBCCBAA,66
ACCDBBCC,86
BAACDCBB,116
DCCADCDC,60
BABDCCDB,67
ADBBDCAD,83
CBCDDCCC,49
DACCBCAB,77
ABABBDCB,81
BDCADBDB,84
BBDBABAB,54
DDDADDDC,67
BBCAACDD,100
CABDAACC,100
BBBADBCB,103
BADBDDBB,69
ABCDDBDC,90
DDAADBDC,76
ADDBBBCA,93
ADCCCDAB,90
ADBABDCA,52
ADBCDADC,73
BBDCCAAD,77
BDCDAABB,111
DDDBDBAD,65
DACDDAAB,79
BCCBBDAD,103
ADBDDCDD,45
BBABDBDB,68
BADCBDAB,93
BBADDAAA,88
BACDCBBB,99
AAACCBCB,76
DCABABAC,89
DADACCCB,96
BADCCBAB,58
BBBACCCD,86
ADDDDBDD,51
BACACDBD,75
DBBDADDC,82
DDDDCAAB,64
BCBBACBC,77
BBDDDAAC,135
CDBCACCD,80
BABDACAC,93
ADBDCCAC,42
CDBBACDA,83
DABCADDC,57
BDABBADA,70
BACCCABC,81
ADDDABAB,65
CDAADCDB,91
CCDBCDAD,73
CCDBDCAA,149
DACBDCBA,84
CADCAACD,72
ACDBBADB,106
AAADDBAC,60
AAABDBCB,71
BBDADABD,81
BADAACCB,92
DBADBCCB,64
BCBDCBCC,99
DACBAABA,72
BCCCACCC,69
BDCACCDB,89
ADBCCADD,67
CCACDABB,71
BDABABBA,85
BCAAAABC,41
ABDCDBAB,144
DBACCCAC,56
DCBCABAD,78
DABBDACB,92
DAADDCAC,58
AAADACDD,93
AACACBBA,120
ACACCBDC,213
BBCDDAAA,88
AABDDABC,50
DCDBABCC,152
CBBCCDAB,78
CAACACCC,67
BDDDADAA,106
ADDBAACB,53
ABCDBACC,82
BACDCCAD,62
CDCCACDB,51
BCBCBCAB,105
AABCDCDD,83
AABBAACD,125
BCCBACBA,55
CDCDDCBD,71
DDACABCC,59
DDABBADC,61
DBCBACDC,47
AACCCBDD,110
ACBCDCCB,66
CABBCDAB,57
ABDDACCA,48
AACBDDCD,119
CCDDACAD,83
CCBADCDC,63
CBABDACB,130
ABCBBBDD,104
DDDDDCAD,36
BBBACCAB,77
BDCBDDBC,70
CADDBDCC,100
CBCDBBAB,115
ACAABDAC,96
ADDBBCDD,75
CDCBBCAA,119
BCDCCCDC,78
CCBDBCCB,59
CBDABCDB,77
ADDDDADD,86
DDDDDDAB,56
BCABCAAB,72
DCDDCACC,54
DAABDCCA,73
BABCAACB,86
BDBCAADC,131
BADDBDAA,52
AADCDCCA,50
DDBBDAAD,101
BBACCCDA,76
CCBDBAAD,46
DAAAABAB,57
BACCDBCB,70
BDADDCBC,103
DADDDABC,58
CBBDBADC,56
ADBCCAAD,68
BCDADBAD,87
CBCCDCCA,89
BDBAABBC,70
BBBBACAD,107
BCDDDDDA,71
BDCCCCCA,58
ABBAABDB,119
CCCBDBCB,49
BDBABADC,89
ADDAABAA,171
BDBCADDA,80
CCCCBADC,52
ABBCBDAA,65
DDBCDDBD,50
BBBCCADB,93
CCDADDBD,99
CCBABCCC,69
CDCBDBBD,73
BACBDCDB,121
DBCDDDBD,52
DCDBCDBD,67
CDDDCCCA,57
BDCDCBAA,74
DCABBADD,60
CDBCABAA,80
CDBAABBC,75
BDBBBDBD,61
ADCCAADA,68
BDCDACCB,64
BBDBBACA,94
BBBCCABD,83
BCDDDCAD,42
CCDCCDCB,84
DACDDBBB,80
CAAACABB,49
BBCDBADA,77
ACBABCDA,74
DACBBBDB,78
BDBAAADB,93
ADCAABDA,88
ABCAACDC,94
DADBBCCD,96
DADBAACD,127
CADDBAAD,80
DDADCCBB,63
BCDAADCB,85
CDBDDABA,42
AACBADCA,63
CDACABDD,99
CCADBCDA,81
DCABBCDA,51
ADCBACDD,68
CBBCCACD,68
CBBAAADC,70
BCCBBCAC,107
DCBAACDA,77
BBABDDAC,70
DBCBDBDD,53
BDBCCDCC,107
ABDCABDB,40
DADBBDCB,78
DBABADBA,57
ACDAADBC,86
CDDBCDBD,69
DCDBCAAC,128
ADADADBD,81
BBDABCCC,64
CDADCACB,111
DBBDADDA,86
BCCBCAAB,75
AADBABBC,61
ABDBDADD,119
CCCBBAAC,71
AAAAADDC,98
DDDCADDB,69
BDACBBDA,111
AADCCBAA,50
AABDAADC,97
DAADDCDD,64
CDBBCBBC,45
ADCDDCDB,70
DDABBBDB,34
CCBCADDA,78
BADBCCDC,99
CDCBCCAC,124
BBCACDBC,58
ACCCCDAD,76
CCCCDADB,64
CAADAADA,79
CBDDBABB,61
AACABCDC,80
CCBDBBCA,49
CCDDABBB,62
CAADBADC,55
DBABADBD,61
DBBBCDCB,70
BCBDDAAA,77
CCAABABA,82
DBBCABCA,68
CAADAADC,91
BACDBADC,47
CCBCBABC,125
ADBBBBBB,60
CCACDDDD,49
ACCBACDA,62
ABCDCABA,46
BADDCADD,63
CAACDCAB,178
CBDDCCBB,75
DCCBCDDA,57
CCCDDDAA,93
BDCCBBAB,90
BDBBACAB,95
CDAACACB,63
ABDADBCB,77
CCBDAABD,78
CABADACB,61
DDBDDBCA,54
ADCBBACC,86
DCCDBACB,60
ABAAABCC,60
AACBBCCC,93
DBCACBDA,60
AAABDDCA,101
CBBCABAB,156
BACAABCB,129
ABCADACA,67
BDBCBCDA,47
AADABDAA,74
BCBCCAAA,67
ABBBBAAD,101
CDACBDCC,102
CAABCAAC,77
AADBCCBA,73
BCADDDAA,84
BDCAACAC,59
ACCDCACA,135
CCCBACBA,50
BDAADBBB,81
DBDDACAC,50
DBDCDACC,64
DDDCBDBA,64
ACDDCBAB,142
ADBBDABB,53
CDDDBBBD,78
DDBDCCBA,90
CDADCBBD,102
ABBABDAB,87
DCCACBDC,50
CDDACCCC,48
CADCCDAC,71
CACDCCBC,59
DDADADDA,144
DBABDBAD,48
ADDBAAAA,32
DBDDAACB,87
CBDCBCBB,68
ABCADADB,74
CABCDDBC,95
CADCCDBD,58
CABDBDCB,71
DBADDDBA,33
ABABDCCA,84
AACDCACA,110
DDDBCBDB,70
DCCCDDBC,85
ACDDCCAD,68
DCADADDA,131
BBACDAAD,88
CAAABCAA,51
BBBDABDB,54
CCBBACAB,77
BBCCCDDA,89
DADCCABC,75
ACCDADCB,126
AACCBCCA,91
DDCADBBD,61
CBADBBCC,125
ACBADBDC,88
BCACACDC,58
BCDDDBAB,109
AACADAAC,80
ADAABCDC,120
DCDBCDBA,79
DADDADDD,55
BADBADDB,35
ABDDDDCD,84
DCCBCBBC,49
BDDCCAAB,144
CAADACAB,72
AABCAACA,84
DBCABAAD,279
AACDBCCA,65
CBABBACB,78
DABBDBCC,82
DBADAAAC,70
AACADCDA,203
BDCAAAAC,50
CACACCAC,49
CBCDADAD,104
DABAADAC,70
CCCCCBAD,43
AAAACDBD,110
ABDDCBDD,69
DCDDCADB,55
BCBAAADD,49
ACCDCBAA,132
BABABACD,83
DBABBBCA,48
BCACDDCA,145
CADABDAD,70
CDBDCDAA,73
DBADACAB,52
CBCBDDBA,84
ACDBBBBB,102
DBAABBDD,225
CAABDCAD,77
CBDCBBBC,83
ADACCBAA,52
CBBCCAAB,86
DADABCAD,60
CCBCCABD,83
BADDDADD,65
DBACAAAA,90
CCBDDDBD,57
AAACBBCD,75
ADDDABBC,49
ADCCCADC,95
CCDCADDD,63
BBCAACBC,84
ABDCABDD,44
CDCACAAC,101
DCCCADBD,82
DCBBADBB,78
BCACCDBB,90
DCCCDACC,52
BCDCBCBD,98
CCDCCBDA,330
AACACADC,68
DABAADBA,51
BBABAACB,111
DAAAACAC,51
CCBBBBDB,55
DABDDDCA,97
DBDADCCD,110
CDCCBBDB,81
BAACCCCD,78
CDCCCBCA,60
BCDDCBCB,114
CBDADCBA,83
ADBCDDAA,70
BBACCBBC,57
DADBCACC,67
CBDACDBC,61
BBBDDDBB,70
BDAABBCA,83
AAAABBDC,69
DCBBCCAB,90
DDCDADDA,88
BCBCACAD,126
BACDAAAD,81
AACBDDDD,116
CCACCCAA,64
ACBCAAAB,140
CBABDBAB,56
BBDADADB,86
AABBCAAA,54
BBBCCCCC,50
DBDDBCAD,64
CBAABAAA,63
ADBDACCD,83
DDCBADDA,71
DCAACDAB,82
BAACAACB,65
CADACADB,68
ABCABDAA,82
BCDDAAAA,80
BDADDCBA,93
DDACACAB,36
DABADDAB,36
ABAABDAA,90
BDADCDAA,111
ADABCCCC,37
ACBBCADB,110
DABABACD,122
CDDDCBDC,72
BACBADBA,89
DABCACAA,76
DADABCBA,79
BADDBCBD,66
BDABCABB,69
DBABCBDD,72
DCCBCBBA,61
ACABBBCD,79
CADADBDB,63
DBCAADAA,89
ABACCBCA,82
BAABCACC,83
BBDDCCCA,93
ABABCDDC,109
BCDBAAAB,162
ABDDDBDD,181
DBBDCACD,83
BBACBAAD,63
CABADBCD,64
ABDCADDC,101
ACDCBADD,76
DADACBCC,179
CBCDBBDC,83
ACDDBABD,75
BCDCDDDC,78
DAABBBAA,74
CBADDBBA,155
CDACAACD,59
ADCAACDC,70
AADDDDCD,47
ACACABDD,91
BCDCADCA,42
ABCCDDAB,85
CACCABAD,61
AAAAACBB,72
DBADCDDA,48
AADAACBB,96
CACACAAD,124
DDCABCCB,70
CCBDACBD,98
CBDBABDB,47
BDDBCABA,71
CDBCACBD,61
ABDCBBAB,153
DCDBDDBA,75
ABABDBBD,88
ACCDACDD,172
DCCDBABC,53
DAACDDCD,83
BCCAAADC,72
CADBDADC,115
BADABBCA,44
CDDCACDD,51
DBABCBCA,52
BACDCDAA,66
CCCBCBBB,55
CCDCDCCA,52
CABCBCCC,81
DABDDDCB,116
BBDADCCA,86
AAACBACB,67
CDBAACBC,68
DDCBDDAD,85
DADCDCDA,116
DDBACBAC,72
ABDBDACD,77
AABBCADB,76
BACBCAAC,149
CBDCBDBA,55
ABBBDADD,74
DBABBAAC,142
BADBBDCB,81
BBABBCBA,50
BBAACCBC,90
CBCDCACD,44
DDAACBBB,100
ABADBBDA,65
CBBAAAAC,53
ACDBDBDC,64
CDCCAADA,66
CCDCBACB,251
ABBCABAB,135
DACDDDCA,111
DDABDDAD,48
BAABBDAB,116
CCCAABCA,62
DDAACBAD,97
CBACCBCC,74
AABBBDBC,50
BCBBCCAB,75
DCCDCAAA,70
CDDDAACB,116
DDDACADC,69
CBAAADCD,54
DDDACAAA,52
AAAABBAA,91
CADDDAAB,100
CBACDACC,51
CAABDDBD,57
BABDBADC,58
BCBBBBCC,101
BACCCCCB,44
CACBACCA,82
DDCDCDDA,177
CBCDAABA,95
CDCABBCA,49
CADBBACD,80
ADDBDDCB,73
BBDDDAAD,111
BDCACDBA,62
ABBAABDA,122
BAADCDBC,63
DBABACCD,91
ABADDDBC,42
CDADBBBB,93
DBADADCB,69
CCCAABCA,62
DABBDCBD,124
DBBCABAA,80
AABCADCA,76
CACBCBBB,55
ABDBBCCD,70
CBBDDBBD,67
CBACDACA,53
BDBBABCB,91
BADDDCBC,57
CCDDDAAA,117
AABDABCD,81
CADBBCAA,87
BABBBDBC,75
CACADCAB,69
BBDDCDCD,76
CDCCCBAB,58
ACACADCC,63
CACDCBAA,75
BCDCCBAA,58
AABCCDCD,86
DBBACABD,90
AABBBCDB,67
DDADACAA,74
BADCDBBA,113
BBCDAADA,84
BBBDBBDB,30
AACDCDCA,53
DAAAADDC,116
DADBBBCD,60
BBCCABAA,132
BACDBABD,60
BABABCCC,63
BABCAAAB,116
AABACBDC,147
BACCCBAB,98
ABDDCBAD,74
BACBCBDA,108
CDCDDDDB,55
DAAABDDC,69
ACBCBCCB,99
DACDBBAA,162
DDDDACBA,83
ABDDBBCB,71
ABBDDBBB,76
CDDDAACB,116
DDCDDCBC,61
CAADBBDA,72
BDDCACCB,62
BBCCDCCC,91
ACBCDBCC,67
AABADADC,73
CDCBABAA,130
ACBACCAA,76
DDBBDBAA,62
DCDCDCBB,83
DACDAADD,70
DDABBDBA,69
BADDAAAD,86
BDDAABBB,60
ACABBDDC,63
CCBACBBD,78
CDDDCCDD,52
CDABBCBB,56
BBBCADCD,74
BBCDDCCB,45
ACCBDCDD,99
CDBDCDCC,54
ACDCCBDB,125
BBADACDA,67
CDDDBCCB,84
BDCABBDB,79
AAADDAAA,80
ADBBDCBB,85
CBABBAAC,150
CCADBCBC,70
CCACADCA,60
DACDBADA,46
CBCDABDB,49
BADCCBBD,59
ACABBDDC,63
AACCCBDB,106
ADBADCBD,59
CABABACC,93
DCBBACAC,87
BDADDAAA,106
ACAADBBB,73
BADBADDD,30
BACAAADB,99
ADAADDAB,86
DBABCBDA,74
BDDAACBC,100
BADDBDDC,56
AAABBDBC,86
DDDBDACC,73
DCCACAAA,57
DABDBDAD,105
AAACABDA,70
ADCBABBA,79
DDCCDCDB,82
CAACDBDB,122
DCDAACBB,88
ADBDBCAC,55
CBACCACC,55
CADCCCAA,82
BABADBAC,68
ADABABBA,76
AABBBBBD,68
CCABDADC,90
AADDCACC,54
BCBDDDDA,90
CDDCDCBA,122
BDBACBAA,53
BBCDADDA,82
ACBDACCC,80
AACDDCAD,69
AACBBDBB,70
CAACBCBB,60
ADCAACDA,82
BCCDBDBA,70
BBCABCCD,96
CCABBAAB,103
BAAADBDC,63
CDABBDCA,74
DBCCDDDA,102
BACCBDDA,106
CACCDACD,123
ACCDDCCD,80
BBBDBABB,42
BDBDBBCD,70
DBCADADA,93
AABBBCAC,56
BACBCCDB,92
BCDAABBC,107
DCCDBDCD,53
CDADAADB,112
CBBBABDD,107
BDCDCCBB,94
BDCDDBDD,65
BADCBBBC,77
CBDAAAAC,61
ACBBBADB,114
DDDBBCBA,64
BAACDCBB,116
BBCCCDCA,76
ABDBBAAA,68
ACDCAADA,97
ACACBBBA,94
CDCCCBDB,45
ABCBDAAD,93
DBBDCBAD,87
DCDACDAA,82
CABDDACC,55
DDDDDDAB,56
DCDDADCC,77
ACBDDADA,108
BAACBCCA,78
CDACBACC,77
ADCBBAAD,84
DACADBDB,79
BAAADCCB,56
BCBBCCAA,77
BDBDCBCC,106
DBDDBCCD,143
BCACABCA,62
BBCDABCC,53
DABCAADB,62
BBAABBCA,73
DBADDCBB,73
CCCBBCDB,58
DBADAAAB,68
DAACBDBD,128
DBDCCCCD,64
CAADACAD,80
ACBCDAAC,74
AAADCBDD,94
BACCCDCD,73
ADDCAAAD,53
ABCCADAC,155
DBCCBABB,74
DBCDDCAB,49
BDAADCAB,81
DCACBBDD,81
CACBDCAC,55
CDBBBABB,99
BCACCBAA,69
DACCABDB,47
BBCDDDCD,48
BBAABACB,111
BBBDAACC,91
BABDBDCA,64
DBACACAC,62
AACCDDDC,157
CBBBDCDB,125
BDBABACB,78
ABBDDACC,58
CBCACACC,116
CADCACDA,103
CBCDBBBD,70
AACABCCC,70
DBBDABAB,82
CAABCBCC,97
CACDCDBA,84
CACBDCDA,70
AACDBDDB,127
AAAACDAD,79
DDADDDDB,59
CDBCABAD,71
DCCDBBCA,54
ABCBBDDC,67
CABCABCC,63
CBDDABAB,65
DABDBDAC,72
AAACDABB,73
DBDBBADA,82
BCAACCBC,102
BAADCABC,64
BBCABABD,174
ACBDCBAD,78
CBACACDD,82
BDCCAADB,65
CCABBCBB,77
CDADBCAD,81
BBCCBAAD,73
ABDBDCCC,74
DBBACCCC,70
DDAACDAC,100
BBBBBCBA,92
CCADADDB,94
DACDBCBA,43
ACBAABBD,107
AACCBBBC,83
CBCBCADD,109
DDDDBCCC,58
DACBDCAC,79
AADCCDCD,77
CDDDBAAB,169
ABACCDAC,112
ACDCCBCC,69
DBBDDAAA,75
BBBBBBBD,51
BDDACACB,46
CDDDCBCC,100
ACBBACBB,62
BBCBABDC,78
CCBCACAC,120
AADCBDDC,86
CCCCBACC,42
CABADAAC,79
CDADBCDB,83
CDBCBCAB,56
BABDACAA,100
DADDCCAD,65
BACADBCB,96
DDADBACD,86
CCCCCCDA,76
CDABDDCD,55
BBCBBBDA,62
CDDACDCD,60
CDBDCCBC,98
CBADABBC,56
CBBBBBAB,110
BBCCBABA,86
DDBACADD,116
CCABCCCD,64
BDCDBAAC,96
BBCBABDD,75
BAABBADD,88
ABDADDBB,114
ACBADBDC,88
BABCBCAC,60
CBDDDBCB,81
DBCDDCCA,45
BCDBDBAD,77
BABABDAC,128
BCBAACCB,117
CACAADAA,98
DCCADDAA,81
AADBCDCA,58
ABACDCAA,91
BADCBAAB,65
BCCBBACA,99
DBDACBCC,135
ADBABBCC,66
DABDBCAA,60
ADDCDBCC,56
DBCDBBCB,64
AAABDDBA,60
DDABDACC,104
CCABCCAA,91
DCDDAAAA,72
ADCADCDC,58
ADCCCADA,102
CDCBDCAA,76
ABBBAAAD,64
CDCABDCC,46
BABBBBBD,62
AAAADBDD,76
DDBACDBD,139
DDCDCDBA,101
BCACBCDB,70
ADBAACCD,118
ADACBAAD,60
ACABBCCB,72
DBADADBA,78
BBCDBDDC,64
ABCDBBBB,80
CDBCBCCA,56
BDBABCAB,64
DACDDAAA,83
BBDACCAB,79
CABDCDBA,88
CDDABCAD,54
BDBBCAAC,80
CDBCCADD,70
CCCDBBAB,108
ADBABACC,72
ADCDCDAB,120
BDACDBCB,60
BAACDBBC,103
BBDBCADD,78
